"codigo_de_solicitante","grado_academico","especialidad","institucion_educativa","annio_de_graduacion","indice_titulo"
11979,Licenciatura,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2009",1
14220,Licenciatura,Ciencias de la Educación,Universidad Modular Abierta - regional San Miguel,"2014",1
3534,Profesorado,Educación Parvularia,Universidad Don Bosco,"2012",1
6932,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios,"2018",1
8425,Profesorado,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2,008",1
11938,Profesorado,Ciencias Naturales,Universidad de El Salvador - San Vicente,"2,012",1
9780,Profesorado,Lenguaje y Literatura,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",1
14253,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2017",1
13608,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2011",1
14244,Licenciatura,Educación Parvularia,Universidad Modular Abierta,"120516",1
14264,Profesorado,Matemática,Universidad de El Salvador - San Vicente,"2015",1
14270,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2020",1
14269,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2019",1
7937,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2003",1
14256,Licenciatura,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2020",1
8656,Profesorado,Educación Parvularia,Universidad Cristiana de las Asambleas de Dios,"2002",1
14274,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2009",1
1673,Licenciatura,Computación,Universidad Monseñor Óscar Arnulfo Romero,"2011",1
14055,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2021",1
3344,Licenciatura,Ciencias de la Educación,Universidad Católica de El Salvador,"2008",1
14150,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2007",1
1467,Profesorado,Matemática,Universidad de El Salvador- Santa Ana,"2015",1
12950,Licenciatura,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2012",1
659,Profesorado,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2016",1
7192,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2021",1
13034,Profesorado,Mecánica Automotriz,Instituto Especializado de Educación Superior El Espíritu Santo,"2007",1
12061,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador - Ilobasco,"2021",1
4435,Profesorado,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2008",1
11336,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2019",1
11310,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2013",1
13178,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2011",1
14056,Licenciatura,Lenguaje y Literatura,Universidad de Sonsonate,"2014",1
5343,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2010",1
4312,Licenciatura,Idioma Inglés,Universidad de Oriente,"2021",1
12962,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2,004",1
8415,Profesorado,Formación Pedagógica,Universidad Pedagógica de El Salvador,"2010",1
13700,Licenciatura,Educación Especial,Universidad de El Salvador - San Miguel,"2011",1
4266,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2013",1
9198,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2017",1
11384,Profesorado,Ciencias Sociales,Universidad Modular Abierta - regional Santa Ana,"2001",1
10286,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2012",1
7988,Licenciatura,Educación Física y Deportes,Universidad de El Salvador,"2019",1
1590,Licenciatura,Idioma Inglés,Universidad de Oriente,"2020",1
4466,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2016",1
6592,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2007",1
5983,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2014",1
3432,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2019",1
11862,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador,"2008",1
8498,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"2015",1
14226,Licenciatura,Idioma Inglés,Universidad Modular Abierta,"2015",1
14257,Profesorado,Ciencias Sociales,Universidad de El Salvador,"2004",1
5097,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2013",1
10088,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2011",1
13146,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2012",1
2437,Licenciatura,Ciencias de la Educación,Universidad Católica de El Salvador,"2015",1
5533,Profesorado,Letras,Universidad Modular Abierta - regional Santa Ana,"2000",1
11627,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2007",1
2571,Profesorado,Educación Parvularia,Instituto Especializado de Educación Superior El Espíritu Santo,"2014",1
12236,Licenciatura,Ciencias Naturales,Universidad de Sonsonate,"2018",1
12412,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2015",1
11292,Licenciatura,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2015",1
13933,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2020",1
10706,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2016",1
9455,Profesorado,Ciencias Sociales,Universidad de El Salvador- Santa Ana,"2009",1
7188,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2014",1
12744,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2017",1
10827,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2008",1
7347,Licenciatura,Ciencias Naturales,Universidad de El Salvador - San Miguel,"2011",1
5988,Licenciatura,"Educación Básica para I, II y III Ciclos",Universidad de El Salvador- Santa Ana,"2020",1
11981,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador,"2017",1
10531,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2019",1
11557,Licenciatura,Educación Parvularia,Universidad Cristiana de las Asambleas de Dios,"2018",1
10638,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2013",1
9945,Licenciatura,Salud,Universidad Doctor Andrés Bello,"2012",1
14193,Profesorado,Computación,Universidad Capitán General Gerardo Barrios,"2014",1
8136,Profesorado,Educación Básica,Universidad de Sonsonate,"2013",1
8371,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2013",1
9796,Profesorado,Matemática,Instituto Especializado de Educación Superior El Espíritu Santo,"2014",1
3149,Profesorado,Ingeniería de Software,Universidad Pedagógica de El Salvador,"2015",1
8841,Profesorado,Idioma Inglés,Universidad de Oriente,"2020",1
8090,Profesorado,Formación Pedagógica,Universidad de El Salvador,"2013",1
8319,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2016",1
11214,Profesorado,Educación Parvularia,Universidad de El Salvador - San Miguel,"2012",1
8062,Profesorado,Ciencias Naturales,Universidad de El Salvador,"2013",1
10170,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador,"2020",1
12363,Licenciatura,"Educación Básica para I, II y III Ciclos",Universidad Pedagógica de El Salvador,"2012",1
8578,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2010",1
8989,Maestría,Ciencias Naturales,Universidad de El Salvador- Santa Ana,"2019",1
6868,Licenciatura,Educación Parvularia,Universidad Modular Abierta,"2018",1
10587,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2012",1
7632,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2018",1
8672,Profesorado,Educación Física y Deportes,Universidad Pedagógica de El Salvador,"2012",1
13478,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2012",1
10532,Licenciatura,Matemática,Universidad de El Salvador - San Vicente,"2021",1
5199,Profesorado,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2013",1
9473,Profesorado,Idioma Inglés,Universidad Pedagógica de El Salvador,"2018",1
9204,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2018",1
10656,Profesorado,Educación Parvularia,Universidad Francisco Gavidia,"2000",1
1370,Licenciatura,Educación Parvularia (LESSA),Universidad Luterana Salvadoreña - regional Cabañas,"2017",1
10820,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2017",1
8645,Maestría,Computación,Universidad de Oriente,"2021",1
11436,Profesorado,Idioma Inglés,Universidad de El Salvador - San Vicente,"2019",1
8717,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2018",1
11697,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",1
7980,Profesorado,Educación Parvularia,Universidad Capitán General Gerardo Barrios,"2003",1
9529,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2009",1
11664,Profesorado,Matemática,Universidad de Oriente,"2017",1
13240,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior Ana Guerra de Jesús,"2005",1
13104,Doctorado,Salud,Universidad Nueva San Salvador,"2012",1
11446,Licenciatura,Ciencias Sociales,Universidad Modular Abierta - regional Sonsonate,"2010",1
13252,Profesorado,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2005",1
8552,Licenciatura,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2003",1
13930,Profesorado,Educación Física,Universidad de Oriente,"2017",1
6419,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"2014",1
13843,Profesorado,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2018",1
12146,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2019",1
13117,Profesorado,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2014",1
7064,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2013",1
7488,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2016",1
2648,Profesorado,Matemática,Universidad de Oriente,"2018",1
11366,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2015",1
8812,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2019",1
2657,Licenciatura,Idioma Inglés,Universidad de Oriente,"2020",1
13831,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2017",1
8764,Profesorado,Matemática,Universidad de El Salvador- Santa Ana,"2019",1
8780,Profesorado,Lenguaje y Literatura para III Ciclo de Educación Básica y Media,Universidad de El Salvador- Santa Ana,"2006",1
12376,Licenciatura,Educación Parvularia,Universidad Modular Abierta,"2019",1
13100,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2015",1
8685,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2010",1
7826,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2015",1
13845,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2013",1
9241,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2003",1
5398,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2016",1
7415,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2016",1
897,Licenciatura,Psicología,Universidad de Oriente,"2005",1
12512,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2016",1
9252,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",1
14740,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2020",1
14578,Licenciatura,Ciencias de la Educación,Universidad Monseñor Óscar Arnulfo Romero,"2018",1
10983,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2020",1
8312,Profesorado,Sistemas Informáticos,Universidad Católica de El Salvador,"2013",1
12288,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2017",1
4547,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2021",1
1416,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"1997",1
10476,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2011",1
11465,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2012",1
12313,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2020",1
3904,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2015",1
5161,Profesorado,Idioma Inglés,Universidad de El Salvador - San Miguel,"2013",1
6844,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2010",1
2171,Profesorado,Educación Inicial y Parvularia,Universidad de Oriente,"2017",1
1112,Profesorado,Educación Parvularia,Universidad Centroamericana José Simeón Cañas,"2014",1
14588,Licenciatura,Ciencias Comerciales,Universidad Centroamericana José Simeón Cañas,"2011",1
11548,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2019",1
14753,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2014",1
10768,Licenciatura,Educación Inicial y Parvularia,Instituto Especializado de Educación Superior El Espíritu Santo,"2016",1
12343,Profesorado,Ciencias Sociales,Universidad Modular Abierta - regional Santa Ana,"1999",1
2311,Licenciatura,Ciencias de la Educación,Universidad Modular Abierta - regional Santa Ana,"2011",1
13946,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2,017",1
8658,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2011",1
7529,Licenciatura,Matemática,Universidad Pedagógica de El Salvador,"2021",1
11006,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",1
8887,Licenciatura,Educación Parvularia,Universidad de Oriente,"2013",1
9876,Licenciatura,Matemática,Universidad Pedagógica de El Salvador,"2021",1
3919,Licenciatura,Lenguaje y Literatura,Universidad Modular Abierta,"2019",1
8960,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2003",1
14773,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2016",1
4005,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2012",1
8229,Licenciatura,Ingeniería en Sistemas,Universidad Tecnológica de El Salvador,"2014",1
14569,Licenciatura,"Educación Física, Deporte y Recreación",Universidad de El Salvador,"2017",1
8899,Profesorado,Computación,Universidad Pedagógica de El Salvador,"2014",1
7297,Profesorado,Matemática,Universidad de El Salvador,"2018",1
7298,Licenciatura,Matemática,Universidad de El Salvador- Santa Ana,"2021",1
7295,Profesorado,Matemática,Universidad de El Salvador,"2016",1
7296,Profesorado,Matemática,Universidad de El Salvador,"2016",1
14787,Licenciatura,Educación Parvularia,Universidad Luterana Salvadoreña,"2017",1
8397,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2008",1
14782,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2018",1
4217,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2017",1
11860,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2009",1
14788,Licenciatura,Educación Básica,Universidad Católica de El Salvador,"2018",1
8585,Profesorado,Matemática,Universidad Pedagógica de El Salvador,     2014,1
9689,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"2015",1
14044,Profesorado,Educación Inicial y Parvularia,Universidad de El Salvador - San Vicente,"2019",1
9203,Licenciatura,Matemática,Universidad de Sonsonate,"2017",1
12483,Licenciatura,Educación Parvularia,Universidad Cristiana de las Asambleas de Dios,"2008",1
12765,Profesorado,Idioma Inglés,Universidad de El Salvador - San Miguel,"2017",1
14811,Profesorado,Matemática,Universidad de El Salvador- Santa Ana,"2016",1
11529,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2020",1
9942,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2012",1
8036,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2013",1
6723,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2013",1
14810,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2017",1
13172,Profesorado,Idioma Inglés,Universidad Pedagógica de El Salvador,"2017",1
2513,Licenciatura,Matemática,Universidad de Sonsonate,"2017",1
14825,Licenciatura,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2015",1
5879,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2018",1
12786,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2009",1
3990,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2013",1
14392,Profesorado,Educación Física,Universidad de Oriente,"2019",1
9584,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2015",1
774,Maestría,Ciencias de la Educación,Universidad Centroamericana José Simeón Cañas,"2020",1
7261,Profesorado,Lenguaje y Literatura,Universidad de El Salvador,"2018",1
8196,Profesorado,Educación Básica para I y II Ciclos,Universidad Don Bosco,"2009",1
9030,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2012",1
14852,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2020",1
3675,Profesorado,Matemática,Universidad de El Salvador,"2015",1
12410,Profesorado,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2010",1
14856,Profesorado,Biología,Universidad de El Salvador - San Vicente,"2021",1
8318,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios,"2019",1
14864,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2007",1
2810,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2010",1
5461,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2015",1
13750,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2012",1
2564,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2004",1
14867,Profesorado,Matemática,Universidad de El Salvador,"2007",1
14754,Licenciatura,Idioma Inglés,Instituto Especializado de Nivel Superior Centro Cultural Salvadoreño Americano,"2020",1
11853,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2012",1
14821,Licenciatura,Computación,Universidad Capitán General Gerardo Barrios - regional Usulután,"2013",1
14474,Licenciatura,Educación Parvularia,Universidad Modular Abierta,"2014",1
7333,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2014",1
14892,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2017",1
14899,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2017",1
6460,Licenciatura,Matemática,Universidad Pedagógica de El Salvador,"2016",1
12066,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",1
14901,Profesorado,Lenguaje y Literatura,Universidad Capitán General Gerardo Barrios,"2018",1
10453,Profesorado,Matemática,Universidad de El Salvador,"2014",1
14194,Profesorado,Educación Física,Universidad Pedagógica de El Salvador,"2016",1
10509,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2014",1
8013,Profesorado,Formación Pedagógica,Universidad de El Salvador,"2012",1
13817,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2014",1
14289,Profesorado,Idioma Inglés,Universidad de Oriente,"2019",1
10816,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2016",1
11226,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2017",1
14919,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2021",1
13793,Licenciatura,Lenguaje y Literatura,Universidad Tecnológica de El Salvador,"2012",1
14366,Licenciatura,Ciencias de la Educación,Universidad de El Salvador - San Miguel,"2020",1
14930,Maestría,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,-,1
14829,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2016",1
14936,Licenciatura,"Educación Física, Deporte y Recreación",Universidad de El Salvador,"2013",1
14938,Profesorado,Lenguaje y Literatura,Universidad Centroamericana José Simeón Cañas,"2003",1
14939,Profesorado,Educación Parvularia,Universidad Francisco Gavidia,"2001",1
8505,Profesorado,Educación Parvularia,Universidad Don Bosco,"2009",1
14941,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador,"2005",1
4136,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2019",1
14201,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2014",1
14493,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",1
14935,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2018",1
2704,Licenciatura,Educación Básica,Universidad Católica de El Salvador,"2017",1
